title,averageRating
De fyra djäflarna eller De röda artisterna,6.4
Les Quatre Diables,6.4
The Four Devils,6.4
De röda artisterna,6.4
The Four Daredevils,6.4
Neljä paholaista eli Punaiset taiteilijat,6.4
Os Quatro Diabos,6.4
The Four Dare Devils,6.4
De fire djævle,6.4
De fire djævle,6.4
A négy ördög,6.4
The Four Devils,6.4
Fisher Folks,4.9
Fisher Folks,4.9
Flo's Discipline,6.1
Flo's Discipline,6.1
Desdemona,5.1
A Modern Desdemona,5.1
Desdemona,5.1
For aabent Tæppe,5.1
For aabent Tæppe,5.1
Desdemona,5.1
Unge hjerter,6.2
Den främmande fågeln,6.2
Den främmande fågeln,6.2
Den fremmede fugl,6.2
Vieras lintu,6.2
Az idegen madár,6.2
Der fremde Vogel,6.2
De Dood van Asta Nielsen,6.2
Obcy ptak,6.2
O estranho pássaro,6.2
Der fremde Vogel,6.2
Friday the 13th,6.4
Friday the 13th,6.4
Get Rich Quick,5.0
Get Rich Quick,5.0
The Golden West,4.2
The Golden West,4.2
L'occidente d'oro,4.2
Herinneringen aan lang vervlogen dagen,5.4
Heart Beats of Long Ago,5.4
Heart Beats of Long Ago,5.4
The Heart of a Savage,4.0
The Heart of a Savage,4.0
Henry VIII,5.9
Henry VIII,5.9
Her Awakening,6.9
Her Awakening,6.9
Despertando de um Letargo,6.9
Her Crowning Glory,5.6
Её неземная красота,5.6
Her Crowning Glory,5.6
The Highlander,4.2
The Highlander,4.2
His Daughter,5.1
Zijn dochter,5.1
His Daughter,5.1
His Trust,5.0
Его преданность,5.0
Su responsabilidad,5.0
His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant,5.0
His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant,5.0
Sa confiance,5.0
His Trust: The Faithful Devotion and Self-Sacrifice of an Old Negro Servant,5.0
Teljesített küldetés,4.7
Оправданное доверие,4.7
Cumplió con su responsabilidad,4.7
His Trust Fulfilled: The Sequel to His Trust,4.7
His Trust Fulfilled,4.7
His Trust Fulfilled,4.7
I det stora ögonblicket,5.4
In dem großen Augenblick,5.4
Ratkaisevalla hetkellä,5.4
Im großen Augenblick,5.4
The Great Moment,5.4
Nos grandes momentos,5.4
Im großen Augenblick,5.4
Det store øjeblik,5.4
The Immortal Alamo,6.9
Fall of the Alamo,6.9
The Immortal Alamo,6.9
In Sunny Spain,4.8
In Old Madrid,4.8
In Old Madrid,4.8
In the Days of '49,5.0
In the Days of Forty-Nine,5.0
In the Days of '49,5.0
The Indian Brothers,4.5
The Indian Brothers,4.5
The Infant at Snakeville,4.3
The Infant at Snakeville,4.3
The Italian Barber,5.6
The Italian Barber,5.6
Jane Shore,4.6
Jane Shore,4.6
23 pugnali per Cesare,3.9
Julius Caesar,3.9
Julius Caesar,3.9
Järnbäraren,3.4
Järnbäraren,3.4
Forført,3.4
A Knight of the Road,4.2
A Knight of the Road,4.2
Последняя капля воды,5.8
La Dernière Goutte d'eau,5.8
The Last Drop of Water,5.8
The Last Drop of Water,5.8
O Último Gole de Água,5.8
Den sidste Draabe Vand,5.8
The Last of the Mohicans,6.7
The Last of the Mohicans,6.7
The Lighthouse Keeper,7.0
The Lighthouse Keeper,7.0
The Lily of the Tenements,5.5
The Lily of the Tenements,5.5
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics - The First Artist to Attempt Drawing Pictures That Will Move",7.1
Уинзор МакКэй и его движущиеся картинки,7.1
Little Nemo,7.1
"Winsor McCay, le dernier cri des dessins animés",7.1
Kis Nemo Szundiországban,7.1
Winsor McCay and His Animated Comics,7.1
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",7.1
Winsor McCay Makes His Cartoons Move,7.1
Le dernier cri des dessins animés,7.1
Winsor McCay,7.1
Winsor McCay Explains His Moving Cartoons to John Bunny,7.1
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",7.1
Little Red Riding Hood,6.5
Little Red Riding Hood,6.5
Caperucita roja,6.5
Salvada por el teléfono,6.5
The Lonedale Operator,6.5
女の叫び,6.5
De moedige dochter van den stationschef,6.5
Телеграфистка из Лоундэйла,6.5
The Lonedale Operator,6.5
Telegrafistinden paa Station Lonedale,6.5
Stationsföreståndaren på Londale,6.5
A távírászlány,6.5
A Operadora da Lonedale,6.5
The Lonedale Operator,6.5
The Long Road,4.8
Destiny's Roadway with Its Many Turns,4.8
The Long Road,4.8
Lost Illusions,5.7
Lost Illusions,5.7
Lost Illusions,5.7
Perdue dans le Jungle,5.3
Lost in the Jungle,5.3
Forvildet i Urskoven,5.3
Lost in the Jungle,5.3
Love in the Hills,5.3
Love in the Hills,5.3
Macbeth,5.4
Макбет,5.4
Macbeth,5.4
Madame Babylas aime les animaux,4.6
Frau Babylas liebt die Tiere,4.6
Mrs. Pussy Loves Animals,4.6
Madame Babylas aime les animaux,4.6
The Making of a Man,5.4
The Making of a Man,5.4
Маникюрша,5.5
The Manicure Lady,5.5
The Manicure Lady,5.5
A Manly Man,5.6
A Manly Man,5.6
His Gratitude,5.6
Max and His Prescription,6.4
Kiinaviinin uhri,6.4
Kinavinets offer,6.4
Victime du quinquina,6.4
Max victime du quinquina,6.4
Макс - жертва хинина,6.4
Max victime du quinquina,6.4
Max als Opfer des Bordeaux-Weines,6.4
Max Toma um Tônico,6.4
Max Takes Tonics,6.4
Max als Opfer des Bordeaux-Weines,6.4
The Meeting of the Ways,5.1
The Meeting of the Ways,5.1
Et Gensyn foran Retsskranken,5.1
The Message in the Bottle,7.0
The Message in the Bottle,7.0
The Mirror,8.0
The Mirror,8.0
Сердце скряги,6.3
The Miser's Heart,6.3
The Miser's Heart,6.3
"Les Misérables, Part 1: Jean Valjean",6.0
"Les Misérables, Part 1: Jean Valjean",6.0
Les misérables - Époque 1: Jean Valjean,6.0
Kurjat,6.0
Les misérables - Époque 1: Jean Valjean,6.0
"Les Misérables, Part 1: Jean Valjean",6.0
Una cenicienta moderna,5.3
A Modern Cinderella,5.3
A Modern Cinderella,5.3
Moses Saved from the Waters,4.9
Moses Saved from the Waters,4.9
Moïse sauvé des eaux,4.9
Moses Saved from the Waters,4.9
Moïse sauvé des eaux,4.9
The Mystery of a Hansom Cab,3.0
The Mystery of a Hansom Cab,3.0
Oedipus Rex,5.5
Oedipus Rex,5.5
On the Brink,6.6
On the Brink,6.6
On the Brink,6.6
On the Brink,6.6
Only in the Way,5.1
Only in the Way,5.1
The Pirates of 1920,5.9
The Pirates of 1920,5.9
The Primal Call,4.9
The Primal Call,4.9
Les aventures d'un petit homme,5.1
Pulgarcito,5.1
Pulgarcito,5.1
Railroad Raiders of '62,4.4
Railroad Raiders of '62,4.4
Rédemption,4.1
Rédemption,4.1
John Farley's Redemption,4.1
The Revenue Man and the Girl,4.6
The Revenue Man and the Girl,4.6
Richard III,5.6
Richard III,5.6
Ричард 3,5.6
The Romantic Story of Margaret Catchpole,5.3
The Romantic Story of Margaret Catchpole,5.3
Queen of the Smugglers,5.3
The Rose of Kentucky,5.8
The Rose of Kentucky,5.8
Le sacrifice d'Abraham,5.6
Le sacrifice d'Abraham,5.6
Abraham's Sacrifice,5.6
Saved from Himself,4.8
Saved from Himself,4.8
Salvo por Si Mesmo,4.8
The Scarlet Letter,7.4
The Scarlet Letter,7.4
Science,7.7
Science,7.7
She,5.3
She,5.3
Le siège de Calais,4.6
Le siège de Calais,4.6
The Siege of Calais,4.6
Skæbnebæltet,4.0
Skæbnebæltet,4.0
Den svarta drömmen,5.8
Der schwarze Traum,5.8
Svarta drömmen,5.8
A fekete álom,5.8
The Black Dream,5.8
Synkkä unelma,5.8
O sonho negro,5.8
Чёрный сон,5.8
The Black Dream,5.8
Musta uni,5.8
Czarne marzenie,5.8
Den sorte drøm,5.8
Amor de Índio,5.1
The Squaw's Love,5.1
The Squaw's Love,5.1
Sweet Memories,5.3
Sweet Memories,5.3
Sweetheart Days,5.3
Słodkie wspomnienia,5.3
Sweet Nell of Old Drury,3.6
Sweet Nell of Old Drury,3.6
Nell Gwynne,3.6
Nell Gwynne,3.6
Nell Gwyn,3.6
Swords and Hearts,5.4
Swords and Hearts,5.4
Espadas y corazones,5.4
Espadas e Corações,5.4
A Tale of Two Cities,5.5
Een episode uit de Fransche revolutie,5.5
Historia en dos ciudades,5.5
A Tale of Two Cities,5.5
Två städer,5.5
Engeland en Frankrijk,5.5
In Londen en Parijs,5.5
Un drame d'amour sous la Révolution,5.5
Bastillens Offer,5.5
La Bastille,5.5
Két város,5.5
Från franska revolutionen eller I döden för sin kärlek,5.5
Tusschen twee millioenen-steden,5.5
A Terrible Discovery,5.3
A Terrible Discovery,5.3
Their First Quarrel,7.2
Their First Misunderstanding,7.2
Their First Misunderstanding,7.2
Their First Misunderstanding,7.2
The Thief and the Girl,5.4
The Thief and the Girl,5.4
Three Million Dollars,5.0
Three Million Dollars,5.0
Three Sisters,5.0
Three Sisters,5.0
Through Darkening Vales,4.5
Through Darkened Vales,4.5
Through Darkened Vales,4.5
Troublesome Secretaries,5.1
Secretários Galantes,5.1
"The Troublesome Secretaries; or, How Betty Outwitted Her Father",5.1
Troublesome Secretaries,5.1
The Two Paths - A Symbolism,5.7
The Two Paths,5.7
Under the Stars and Bars,6.1
Under the Stars and Bars,6.1
"Jo tykkere, jo bedre",5.1
Under forvandlingens lov,5.1
I frihetens bur,5.1
Under forvandlingens lov,5.1
"Under forvandlingens lov, eller jo tykkere, jo bedre",5.1
Följderna af nattlifvet i storstad eller Den hvita slafhandeln III,5.6
Ved Fængslets Port,5.6
Framför fängelsets port,5.6
Temptations of the Great City,5.6
Versuchungen der Grossstadt,5.6
Temptations of a Great City,5.6
Temptations of the Great City,5.6
Suuren kaupungin yöelämän seuraukset eli Valkoinen orjakauppa III,5.6
Les Tentations d'une Grande Ville,5.6
На пороге тюрьмы,5.6
Storstadens frestelser eller Den hotande förfallodagen,5.6
Ved Fængslets Port,5.6
Foran Fængslets Port,5.6
A börtön kapujában,5.6
Die Verräterin,5.9
Pettäjätär,5.9
Предательница,5.9
The Traitress,5.9
The Treacherous Woman,5.9
Den store elskov,5.9
Förräderskan,5.9
Kavaltajatar,5.9
Die Verräterin,5.9
Förräderskan eller Ett kärleksdrama från fransk-tyska kriget,5.9
La vie telle qu'elle est,5.8
La vie telle qu'elle est,5.8
Life as It Is,5.8
Was He a Coward?,5.4
Was He a Coward?,5.4
What Shall We Do with Our Old?,6.1
What Shall We Do with Our Old?,6.1
老人たちをどうすべきか,6.1
Что нам делать с нашими стариками?,6.1
What Shall We Do with Our Old?,6.1
When a Man Loves,5.8
When a Man Loves,5.8
Naar Manden elsker,5.8
When a Man Loves,5.8
A Woman Scorned,6.1
A Woman Scorned,6.1
A Wreath of Orange Blossoms,5.7
A Wreath of Orange Blossoms,5.7
Il fulminato,4.1
L'électrocuté,4.1
L'électrocuté,4.1
The Adventures of Lieutenant Petrosino,4.6
The Life and Death of Lieutenant Petrosino,4.6
The Adventures of Lieutenant Petrosino,4.6
Alkali Ike Bests Broncho Billy,5.7
Alkali Ike Bests Broncho Billy,5.7
Les amours de la reine Élisabeth,4.6
Erzsébet királynő,4.6
Królowa Elzbieta,4.6
Queen Elizabeth,4.6
Королева Елизавета,4.6
Drottning Elisabeth,4.6
La reine Élisabeth,4.6
Anfisa,6.0
Анфиса,6.0
Anny - en gatepiges roman,4.5
Anny - Story of a Prostitute,4.5
Anny - en gatepiges roman,4.5
Glädjeflickan eller Utkastad från föräldrahemmet,6.0
Stackars Jenny eller Den Hemlösa,6.0
Onneton Jenny,6.0
A szegény Jenny,6.0
Die arme Jenny,6.0
Den olyckliga Jenny,6.0
Die arme Jenny,6.0
Proletarpigen,6.0
Pobre Jenny,6.0
Jenny parka,6.0
Poor Jenny,6.0
As You Like It,4.5
As You Like It,4.5
As You Like It,4.5
Jak wam sie podoba,4.5
El asesinato de Canalejas,5.3
Asesinato y entierro de Canalejas,5.3
Asesinato y entierro de Don José Canalejas,5.3
Asesinato y entierro de Don José Canalejas,5.3
At Coney Island,5.4
At Coney Island,5.4
Cohen at Coney Island,5.4
The Baby and the Stork,4.5
The Baby and the Stork,4.5
The Ball Player and the Bandit,4.3
The Ball Player and the Bandit,4.3
La Barrera número 13,3.7
La Barrera número 13,3.7
Une bête aux abois,5.8
A Beast at Bay,5.8
A Beast at Bay,5.8
A gyönyörű Ljukanida,6.5
Прекрасная Люканида,6.5
『美しいリュカニダ』,6.5
Przepiekna Lukianida,6.5
La Belle Lucanide,6.5
La courtisane sur le trône,6.5
The Beautiful Leukanida,6.5
Prekrasnaya Lyukanida,6.5
Billy's Stratagem,4.9
La ruse de Billy,4.9
Billy's Stratagem,4.9
Black Sheep,6.2
Black Sheep,6.2
Blind Love,3.7
Blind Love,3.7
A Blot on the 'Scutcheon,4.9
A Blot on the 'Scutcheon,4.9
The Brave Hunter,5.2
The Brave Hunter,5.2
A Brave Little Woman,4.2
A Brave Little Woman,4.2
Brutality,5.2
Brutalitás,5.2
Brutalitet,5.2
Brutality,5.2
Brutality,5.2
O Dilema do Assaltante,6.0
The Burglar's Dilemma,6.0
The Burglar's Dilemma,6.0
Дилемма вора,6.0
Upadek Troi,6.1
Pád Tróje,6.1
L'assedio e la caduta di Troia,6.1
De val van Troje,6.1
Trojan kukistus,6.1
A Queda de Tróia,6.1
Падение Трои,6.1
Pad Troje,6.1
Trója bukása,6.1
The Fall of Troy,6.1
La chûte de Troie,6.1
La caduta di Troia,6.1
La caida de Troya,6.1
La caduta di Troia,6.1
Trojas Fald,6.1
A trójai háború,6.1
The Fall of Troy,6.1
A Change of Spirit,4.6
A Change of Spirit,4.6
The Chief's Blanket,5.2
The Chief's Blanket,5.2
A Child's Devotion,4.1
A Child's Devotion,4.1
Børnenes Brøde,3.9
Das schlechte Beispiel,3.9
A Child's Remorse,3.9
A Child's Remorse,3.9
Children Who Labor,5.9
Children Who Labor,5.9
Cleopatra,5.1
Cleopatra,5.1
Cleopatra,5.1
Cleopatra,5.1
Κλεοπάτρα,5.1
Клеопатра,5.1
Cleopatra: The Romance of a Woman and a Queen,5.1
Helen Gardner in Cleopatra,5.1
Cleopatra,5.1
Helen Gardner in Cleopatra,5.1
The Colonel's Escape,4.7
The Colonel's Escape,4.7
À la conquête du pôle,6.8
À la conquête du pôle,6.8
極地征服,6.8
Die Entdeckung des Nordpols,6.8
Die Entdeckung des 'Nordpols' eine aviatische fantasie Reise über das nördliche Eismeer zum Nordpol,6.8
Zdobycie bieguna,6.8
The Conquest of the Pole,6.8
Osvajanje Severnog pola,6.8
Η κατάκτηση του Βόρειου Πόλου,6.8
Die Eroberung des Pols,6.8
Завоевание полюса,6.8
Die Entdeckung des Nordpols,6.8
Alla conquista del polo,6.8
A Conquista do polo,6.8
Az Északi-sark meghódítása,6.8
A la conquista del polo,6.8
The Chamber of Horrors,4.7
Conscience,4.7
Conscience,4.7
A Cry for Help,5.1
A Cry for Help,5.1
The Cry of the Children,6.2
The Cry of the Children,6.2
Плач ребенка,6.2
A Cure for Pokeritis,5.1
Лекарство от покера,5.1
A Cure for Pokeritis,5.1
A Cure for Pokeritis,5.1
Custer's Last Raid,5.8
General Custers sidste Kamp,5.8
Custer's Last Fight,5.8
Custer's Last Fight,5.8
Helvetti,7.0
A pokol,7.0
L'Inferno,7.0
インフェルノ,7.0
L'Inferno,7.0
Inferno,7.0
Dante's Inferno,7.0
L'inferno,7.0
Inferno,7.0
L'enfer,7.0
Piekło,7.0
Ад,7.0
Helvetet,7.0
Dantes Helvede,7.0
El infierno,7.0
El infierno,7.0
The Darling of the CSA,5.7
The Darling of the C.S.A.,5.7
The Darling of the CSA,5.7
The Darling of the CSA,5.7
Прорыв сквозь тучи,5.7
A Dash Through the Clouds,5.7
A Dash Through the Clouds,5.7
Departure of a Grand Old Man,5.6
A nagy öreg futása,5.6
Ukhod velikogo startsa,5.6
Уход великого старца,5.6
Diamond Cut Diamond,5.7
Diamond Cut Diamond,5.7
Dr. Jekyll et Mr. Hyde,6.0
Dr. Jekyll and Mr. Hyde,6.0
Dr Džekil i g. Hajd,6.0
Доктор Джекилл и Мистер Хайд,6.0
Dr. Jekyll and Mr. Hyde,6.0
Dramatic Passion of Algabert and Elisberth of Rodembourg,5.1
La dramatique passion d'Algabert et d'Élisabeth de Rodembourg,5.1
La Légende des Chevaliers D'Algabert,5.1
De rampzalige liefde van Algabert en Elisabeth van Rodenburg,5.1
The Legend of the Knights of Algabert,5.1
Verschmähte Liebe,5.1
La dramatique passion d'Algabert et d'Élisabeth de Rodembourg,5.1
In Feudal Days,5.1
The Dream of a Motion Picture Director,9.0
The Dream of a Moving Picture Director,9.0
The Dream of a Moving Picture Director,9.0
The Last Performance,5.0
Dödshoppet från cirkuskupolen,5.0
Dödsritten under cirkuskupolen,5.0
The Last Performance,5.0
Dödsritten under cirkuskupolen,5.0
En Tragedie under Cirkuskuplen,5.0
Sous la coupole du cirque,5.0
The Death Ride Under the Big Top,5.0
Den stora cirkusattraktionen,6.0
Dødsspring til hest fra cirkuskuplen,6.0
Dodsspring til hest fra circuskuplen,6.0
Den stora cirkusattraktionen eller Dödssprånget till häst från cirkuskupolen,6.0
Lindanserskan eller Dödssprånget från cirkuskupolen,6.0
Dödshoppet,6.0
Det store clou,6.0
Den stora attraktionen,6.0
Dødsspring til hest fra cirkuskuplen,6.0
Suuri sirkusvetovoima eli Kuolemanhyppy hevosenselässä sirkuksen kupukatosta,6.0
De groote circus-attractie,6.0
Suuri sirkusvetovoima eli Kuolemanhyppy hevosen selkään sirkuksen katonrajasta,6.0
De doodsprong uit de nok van het circus,6.0
Het grote circusdrama,6.0
The Great Circus Catastrophe,6.0
The Engagement Ring,4.5
The Engagement Ring,4.5
Forlovelsesringen,4.5
The Engagement Ring,4.5
El anillo de compromiso,4.5
Max Linder englantilaisine ystävineen,6.2
Herzliches Einverständnis,6.2
Entente cordiale,6.2
Entente cordiale,6.2
Max et l'entente cordiale,6.2
Max und sein Rivale,6.2
Max und sein Rivale,6.2
Max Linder och hans engelska vän Fragsen,6.2
La eterna madre,4.6
The Eternal Mother,4.6
The Eternal Mother,4.6
Fadren,4.6
Fadren,4.6
Fate's Interception,4.8
Savage Princess,4.8
Fate's Interception,4.8
The Female of the Species,5.9
Женщина по рождению,5.9
The Female of the Species,5.9
A Feud in the Kentucky Hills,5.9
A Feud in the Kentucky Hills,5.9
The Fickle Spaniard,3.6
The Fickle Spaniard,3.6
The Man with Wax Faces,6.1
Восъчни фигури,6.1
Figures de cire,6.1
Figures de cire,6.1
Восковые фигуры,6.1
The Flying Circus,6.4
Den Flygande cirkus,6.4
Ormtjuserskans hämnd,6.4
The Flying Circus,6.4
Den flygande cirkus,6.4
The Pride of the Circus,6.4
Lentävä sirkus,6.4
Hett blod,6.4
Der fliegende Cirkus,6.4
Den flyvende cirkus,6.4
Den flyvende cirkus,6.4
The Pride of the Circus,6.4
For His Son,6.2
Ради сына,6.2
For His Son,6.2
Pour son fils,6.2
Fortunes of a Composer,4.6
Fortunes of a Composer,4.6
Friends,5.5
Друзья,5.5
Friends,5.5
Amigos,5.5
Amigos,5.5
Le friquet,6.2
Le friquet,6.2
Da Manjedoura à Cruz,5.8
Från krubban till korset,5.8
De la crèche à la croix,5.8
От яслей до креста или Иисус из Назарета,5.8
Del pesebre a la cruz,5.8
Jesus of Nazareth,5.8
The Life of Christ,5.8
From the Manger to the Cross,5.8
From the Manger to the Cross,5.8
From the Submerged,6.1
From the Submerged,6.1
De la submergée,6.1
A Smoky Chimney,4.8
Le fumiste,4.8
Le fumiste,4.8
The Furs,5.0
The Furs,5.0
Il Segreto Dell'Aciaio,5.5
Joaquin Goerthal y el Secreto del Acero,5.5
Joachim Goëthal et le secret de l'acier,5.5
The Great Steel Secret,5.5
Joakim Goethal,5.5
Le secret de l'acier,5.5
Het geheim van het staal,5.5
Joachim Goethal and the Secret of Steel,5.5
The Secret of Steel,5.5
Heltens Lokomotiv,6.8
Девушка и ее доверие,6.8
The Girl and Her Trust,6.8
The Girl and Her Trust,6.8
A Girl and Her Trust,6.8
The God Within,5.5
The God Within,5.5
The Goddess of Sagebrush Gulch,6.1
The Goddess of Sagebrush Gulch,6.1
Gold and Glitter,5.5
Gold and Glitter,5.5
Grannie,3.8
Grannie,3.8
The Grasshopper and the Ant,6.7
El saltamontes y la hormiga,6.7
The Dragonfly and the Ant,6.7
La libellule et la fourmi,6.7
The Grasshopper and the Ant,6.7
Le Cigale et La Fourmi,6.7
Η ακρίδα και το μυρμήγκι,6.7
Стрекоза и муравей,6.7
A Formiga e o Gafanhoto,6.7
A szöcske és a hangya,6.7
Cvrčak i mrav,6.7
Strekoza i muravey,6.7
A Grocery Clerk's Romance,5.1
A Grocery Clerk's Romance,5.1
Veselye stsenki iz zhizni zhivotnykh,5.7
Веселые сценки из жизни животных,5.7
Happy Scenes from Animal Life,5.7
Scènes joyeuses de la vie des animaux,5.7
The Indian Massacre,6.4
The Heart of an Indian,6.4
The Heart of an Indian,6.4
The Indian Massacre,6.4
Helen's Marriage,5.3
Helen's Marriage,5.3
Help! Help!,4.6
Help! Help!,4.6
Et hemmeligt Giftermaal,8.5
A Ruined Life,8.5
Ett hemligt giftermål,8.5
A Secret Marriage,8.5
Ett hemligt giftermål,8.5
Ett hemligt giftermål eller Bekännelsen på dödsbädden,8.5
En moder,8.5
Home Folks,4.5
Home Folks,4.5
Hot Stuff,4.6
Hot Stuff,4.6
Hot Stuff,4.6
How a Horseshoe Upset a Happy Family,5.0
How a Horseshoe Upset a Happy Family,5.0
How a Mosquito Operates,6.3
Winsor McKay and His Jersey Skeeters,6.3
How a Mosquito Operates,6.3
A szúnyog működése,6.3
The Story of a Mosquito,6.3
Winsor McCay and His Jersey Skeeters,6.3
Как действует комар,6.3
The Hungry Mosquito,6.3
Ida's Christmas,5.9
Ida's Christmas,5.9
Il y a des pieds au plafond,5.4
Il y a des pieds au plafond,5.4
Ci son dei piedi sul soffitto,5.4
In the Aisles of the Wild,6.2
In the Aisles of the Wild,6.2
In the North Woods,4.6
In the North Woods,4.6
An Indian Summer,5.0
An Indian Summer,5.0
El informante,6.5
The Informer,6.5
The Informer,6.5
The Inner Circle,5.1
The Inner Circle,5.1
An Interrupted Elopement,5.0
Der überwundene Vater,5.0
An Interrupted Elopement,5.0
The Empire Builders,6.2
Захватчики,6.2
The Invaders,6.2
The Invaders,6.2
Iola's Promise,5.8
Iola's Promise,5.8
Iola's Promise,5.8
Just Like a Woman,4.4
Just Like a Woman,4.4
Katchem Kate,5.3
Katchem Kate,5.3
Kings of the Forest,4.2
Kings of the Forest,4.2
Lady Audley's Secret,7.4
Lady Audley's Secret,7.4
The Bigamist,7.4
The Legend of Sleepy Hollow,6.0
The Legend of Sleepy Hollow,6.0
The Goose Girl,5.7
Lena and the Geese,5.7
Lena and the Geese,5.7
El mal menor,5.6
The Lesser Evil,5.6
The Lesser Evil,5.6
The Lesser Evil,5.6
Vita di Villa,7.6
Life of Villa,7.6
Life of Villa,7.6
Lincoln's Gettysburg Address,8.6
Lincoln's Gettysburg Address,8.6
A Lodging for the Night,5.7
A Lodging for the Night,5.7
The Lord and the Peasant,3.6
The Lord and the Peasant,3.6
Lucha de corazones,5.4
Lucha de corazones,5.4
Ma és holnap,5.0
Dzis i jutro,5.0
Today and Tomorrow,5.0
Ma és holnap,5.0
Today and Tomorrow,5.0
Mabel's Adventures,5.4
Mabel's Adventures,5.4
Las aventuras de Mabel,5.4
Mabel's Stratagem,5.2
Mabel's Stratagem,5.2
The Mail Order Wife,5.8
The Mail Order Wife,5.8
La malle au mariage,5.7
La malle au mariage,5.7
Der Rivale im Koffer,5.7
Petkutettu holhooja,5.7
En lurad förmyndare,5.7
Der Rivale im Koffer,5.7
Max and the Maid,5.7
Primitive Mind,5.7
Man's Genesis: A Psychological Comedy Founded on Darwin's Theory of the Genesis of Man,5.7
La genesi dell'uomo,5.7
Man's Genesis,5.7
Man's Genesis,5.7
Le masque d'horreur,5.2
Le masque d'horreur,5.2
The Mask of Horror,5.2
La maschera dell'orrore,5.2
Massacre,6.5
The Massacre,6.5
La matanza,6.5
The Massacre,6.5
The Massacre,6.5
Резня,6.5
Max und Jane wollen Schauspieler werden,6.1
Max et Jane veulent faire du théâtre,6.1
Max und Jane wollen Schauspieler werden,6.1
Max och Jane vilja gå in vid teatern,6.1
Le feu sacré,6.1
Max Plays at Drama,6.1
Max y Juana desean hacerse actores,6.1
Макс и Джейн бредят театром,6.1
Max's Tragedy,6.1
Their Common Destiny,6.1
Max ja Jane haluavat mennä teatteriin,6.1
Max veut faire du théâtre,6.1
Max a le feu sacré,6.1
Max som Tangolærer,5.8
"Maxi, mint tangótanár",5.8
"Max, professeur de tango",5.8
"Max, professeur de tango",5.8
Max als Tangolehrer in Berlin,5.8
Чинящая сети,6.1
The Mender of Nets,6.1
The Mender of Nets,6.1
De molens die juichen en weenen,6.1
Les Moulins Chantent et Plerent,6.1
L'âme des Moulins,6.1
De molens die juichen en weenen,6.1
Het Drama Van Den Brandende Molen,6.1
The Money Kings,5.6
Europakrigen eller Kampen om Millionerne,5.6
The Money Kings,5.6
Kampen om millionerna eller Världsfreden i fara,5.6
Der Stahlkönig,5.6
Monte Cristo,6.1
Greven av Monte-Christo,6.1
De graaf van Monte Christo,6.1
Monte Cristo,6.1
El conde de Monte Cristo,6.1
The Count of Monte Cristo,6.1
The Mormon,6.2
The Mormon,6.2
La morte del duca di Enghien,5.7
La mort du duc d'Enghien,5.7
La mort du duc d'Enghien,5.7
Mrs. 'Enry 'Awkins,5.5
Mrs. 'Enry 'Awkins,5.5
Мушкетеры Свиной аллеи,6.6
Los mosqueteros de Pig Alley,6.6
The Musketeers of Pig Alley,6.6
ピッグ横丁のならず者,6.6
Coeur d'apache,6.6
The Musketeers of Pig Alley,6.6
A Pig Alley muskétásai,6.6
Muszkieterzy z Pig Alley,6.6
My Baby,6.2
My Baby,6.2
My Hero,6.7
My Hero,6.7
The Narrow Road,5.9
The Narrow Road,5.9
Vizinhos,4.4
Neighbors,4.4
Neighbors,4.4
Vecinos,4.4
Le chapeau de New York,6.3
Kapelusz z Nowego Jorku,6.3
A New York-i kalap,6.3
The New York Hat,6.3
O Chapéu de Nova Iorque,6.3
Нью-йоркская шляпа,6.3
Den nye Hat,6.3
The New York Hat,6.3
The Night Before Christmas,6.0
The Night Before Christmas,6.0
Le nègre blanc,4.8
Il negro bianco,4.8
Le nègre blanc,4.8
Biały murzyn,4.8
"Oh, Those Eyes",5.1
"Oh, Those Eyes",5.1
"Oh, You Ragtime!",4.2
"Oh, You Ragtime!",4.2
The Old Actor,5.7
Den gamle Skuespiller,5.7
The Old Actor,5.7
The Old Guitar,7.7
The Old Guitar,7.7
Oliver Twist,5.0
Oliver Twist,5.0
Oliver Twist,5.0
Оливър Туист,5.0
Oliver Twist,4.6
Oliver Twist,4.6
Оливър Туист,4.6
"One Is Business, the Other Crime",6.2
"One Is Business, the Other Crime",6.2
The One She Loved,6.4
The One She Loved,6.4
Den hun elsker,6.4
A festett asszony,5.9
The Painted Lady,5.9
The Painted Lady,5.9
Любительница румян,5.9
Malowana dama,5.9
The Passer-By,6.1
The Passer-by,6.1
Kungens Mätress,6.6
パッション,6.6
Passion,6.6
Madame DuBarry,6.6
Madame DuBarry,6.6
Мадам ДюБари,6.6
Madame Dubarry,6.6
Madame DuBarry,6.6
Madame DuBarry,6.6
Madame DuBarry,6.6
Passion,6.6
Madame DuBarry,6.6
Мадам ДюБарри,6.6
La Du Barry,6.6
Madame du Barry,6.6
Madame DuBarry,6.6
Madame DuBarry,6.6
Madame Dubarry - Kuninkaan jalkavaimo,6.6
Petticoat Camp,6.2
Petticoat Camp,6.2
La pierre philosophe,5.0
